customer_id,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,Age,state,property_valuation,value,cluster
763,Female,95,Manufacturing,Affluent Customer,No,12.0,35.0,NSW,5.0,3894.51,1
764,Male,40,Financial Services,Mass Customer,Yes,22.0,45.0,QLD,1.0,1561.59,0
765,Female,50,Retail,Affluent Customer,No,16.0,38.0,VIC,1.0,5070.62,2
766,Female,16,Retail,Mass Customer,Yes,14.0,47.0,NSW,8.0,2271.9300000000003,0
767,Male,70,Manufacturing,High Net Worth,No,11.0,66.0,NSW,8.0,2438.84,1
768,Female,5,Argiculture,Affluent Customer,Yes,21.0,48.0,NSW,9.0,5580.570000000001,3
769,Male,65,IT,Mass Customer,No,12.0,60.0,NSW,8.0,5070.24,1
770,Female,10,IT,High Net Worth,Yes,13.0,38.0,VIC,10.0,4457.4800000000005,3
771,Male,12,Not Specified,Affluent Customer,Yes,8.0,58.0,QLD,4.0,3155.81,3
772,Female,12,Entertainment,Mass Customer,No,4.0,23.0,NSW,7.0,4423.8,1
773,Male,77,Financial Services,Affluent Customer,Yes,20.0,37.0,QLD,3.0,5907.35,3
774,Female,79,Manufacturing,High Net Worth,No,1.0,23.0,VIC,8.0,144.26,2
775,Male,66,Manufacturing,Affluent Customer,No,4.0,40.0,QLD,4.0,2862.3300000000004,2
776,Male,30,Financial Services,High Net Worth,No,20.0,42.0,QLD,4.0,2201.86,2
777,Male,2,Financial Services,High Net Worth,No,4.0,29.0,NSW,9.0,3184.33,1
778,Male,24,Manufacturing,High Net Worth,No,13.0,45.0,NSW,9.0,1111.5399999999997,1
779,Female,1,Health,High Net Worth,No,7.0,30.0,NSW,9.0,2465.81,1
780,Female,24,Financial Services,Mass Customer,No,20.0,49.0,NSW,3.0,798.6200000000001,1
781,Male,80,Manufacturing,Mass Customer,No,17.0,63.0,NSW,10.0,2256.31,1
782,Female,30,Manufacturing,Mass Customer,No,17.0,46.0,QLD,3.0,3627.1699999999996,2
783,Male,6,Retail,Affluent Customer,No,14.0,37.0,QLD,2.0,3498.86,2
784,Male,10,IT,High Net Worth,Yes,22.0,45.0,VIC,6.0,304.07,3
785,Female,48,Manufacturing,Mass Customer,Yes,18.0,43.0,NSW,8.0,1813.12,0
786,Male,34,Financial Services,Affluent Customer,No,16.0,37.0,NSW,10.0,3828.7400000000002,1
787,Female,29,Retail,Affluent Customer,Yes,2.0,25.0,NSW,7.0,6646.0,3
788,Male,62,Health,Mass Customer,No,11.0,58.0,NSW,9.0,4228.66,1
789,Female,69,Manufacturing,Affluent Customer,Yes,14.0,44.0,NSW,11.0,2892.7599999999998,3
790,Female,22,Not Specified,Affluent Customer,No,15.0,54.0,VIC,9.0,4889.11,2
791,Female,3,Manufacturing,Mass Customer,Yes,14.0,54.0,VIC,10.0,3819.0,0
792,Male,10,Not Specified,High Net Worth,Yes,4.0,46.0,NSW,7.0,3295.65,3
793,Female,97,Financial Services,High Net Worth,Yes,9.0,33.0,NSW,10.0,4778.329999999999,3
794,Male,99,Financial Services,Affluent Customer,Yes,16.0,67.0,NSW,3.0,4248.67,3
795,Female,35,Financial Services,High Net Worth,No,18.0,49.0,NSW,9.0,2785.9800000000005,1
796,Female,8,Financial Services,Mass Customer,No,2.0,25.0,VIC,8.0,3815.93,2
797,Female,51,Financial Services,Mass Customer,No,19.0,49.0,NSW,8.0,2277.96,1
798,Female,22,Financial Services,High Net Worth,No,5.0,34.0,VIC,9.0,1691.8100000000002,2
799,U,39,IT,Mass Customer,Yes,7.0,44.0,NSW,8.0,7142.200000000001,0
800,Male,68,Manufacturing,Mass Customer,No,8.0,43.0,QLD,4.0,3239.48,2
801,Male,28,Not Specified,Affluent Customer,No,20.0,42.0,QLD,3.0,254.62999999999994,2
802,Female,50,Financial Services,Mass Customer,No,3.0,36.0,QLD,7.0,2893.2,2
803,Female,96,Manufacturing,High Net Worth,No,3.0,23.0,QLD,7.0,1746.5500000000002,2
804,Female,98,Not Specified,High Net Worth,Yes,1.0,23.0,QLD,7.0,3065.9,3
805,Female,48,Manufacturing,Mass Customer,No,10.0,62.0,NSW,8.0,2795.75,1
806,Male,66,Retail,Mass Customer,Yes,7.0,30.0,NSW,9.0,2189.57,0
807,Female,48,Not Specified,Affluent Customer,No,16.0,41.0,NSW,8.0,2491.1299999999997,1
808,Male,21,Health,High Net Worth,Yes,17.0,42.0,VIC,2.0,2119.7200000000003,3
809,Female,83,Health,Mass Customer,No,18.0,45.0,NSW,8.0,492.7399999999999,1
810,Female,24,Health,Mass Customer,Yes,1.0,24.0,NSW,9.0,945.1599999999999,0
811,Male,6,Not Specified,Mass Customer,No,8.0,38.0,NSW,10.0,658.4399999999999,1
812,Female,1,Financial Services,Mass Customer,No,16.0,33.0,NSW,4.0,1847.56,1
813,Female,12,Health,Mass Customer,No,14.0,60.0,NSW,12.0,1633.61,1
814,Male,60,Manufacturing,Mass Customer,No,14.0,62.0,VIC,8.0,2154.13,2
815,Female,47,Manufacturing,Mass Customer,Yes,22.0,48.0,NSW,11.0,5081.3,0
816,Female,71,Manufacturing,Mass Customer,No,15.0,65.0,NSW,10.0,1098.3999999999999,1
817,Male,38,Financial Services,Mass Customer,Yes,6.0,30.0,VIC,5.0,2328.9300000000003,0
818,Female,17,Manufacturing,Mass Customer,No,11.0,48.0,NSW,11.0,3028.8399999999997,1
819,Male,7,Manufacturing,Affluent Customer,Yes,5.0,47.0,NSW,12.0,2558.04,3
820,Female,12,Financial Services,High Net Worth,No,16.0,45.0,NSW,12.0,4534.03,1
821,Male,41,Financial Services,Mass Customer,Yes,7.0,41.0,NSW,8.0,2925.75,0
822,Female,67,Health,High Net Worth,No,17.0,48.0,VIC,5.0,802.26,2
823,Female,91,Manufacturing,Affluent Customer,No,9.0,32.0,NSW,11.0,5811.3,1
824,Female,97,Financial Services,Affluent Customer,Yes,12.0,45.0,QLD,3.0,4137.780000000001,3
825,Male,17,Not Specified,Affluent Customer,Yes,16.0,47.0,NSW,12.0,2315.9700000000003,3
826,Male,92,Financial Services,Mass Customer,Yes,1.0,23.0,NSW,8.0,1454.6100000000001,0
827,Female,90,Health,Affluent Customer,No,5.0,26.0,QLD,11.0,4014.42,2
828,Female,93,Health,Mass Customer,Yes,20.0,64.0,NSW,11.0,1378.3899999999999,0
829,Male,84,Financial Services,High Net Worth,Yes,2.0,21.0,VIC,8.0,4600.24,3
830,Male,58,Manufacturing,Affluent Customer,No,6.0,41.0,NSW,8.0,2506.2700000000004,1
831,Male,4,Financial Services,Affluent Customer,No,11.0,49.0,QLD,4.0,1883.5900000000001,2
832,Male,30,Retail,Mass Customer,No,14.0,44.0,QLD,3.0,8868.619999999999,2
833,Male,9,Not Specified,High Net Worth,Yes,4.0,27.0,NSW,7.0,4776.1,3
834,Male,37,Financial Services,Mass Customer,No,3.0,49.0,VIC,7.0,722.3,2
835,Male,85,Manufacturing,Mass Customer,Yes,9.0,54.0,NSW,10.0,3225.92,0
836,Female,33,Financial Services,Mass Customer,Yes,9.0,32.0,QLD,10.0,1768.44,0
837,Male,4,Not Specified,Mass Customer,Yes,13.0,65.0,NSW,8.0,1335.81,0
838,Male,27,Financial Services,High Net Worth,No,15.0,51.0,QLD,3.0,1966.08,2
839,U,14,IT,Mass Customer,Yes,7.0,44.0,NSW,1.0,826.26,0
840,Male,94,Financial Services,Affluent Customer,Yes,19.0,58.0,QLD,3.0,3320.09,3
841,Male,93,Manufacturing,Affluent Customer,Yes,8.0,56.0,VIC,11.0,8330.09,3
842,Male,59,Financial Services,High Net Worth,No,2.0,23.0,VIC,6.0,2137.1800000000003,2
843,Male,80,Manufacturing,Affluent Customer,Yes,9.0,33.0,NSW,10.0,2372.09,3
844,Male,13,Financial Services,High Net Worth,No,9.0,44.0,NSW,5.0,4730.32,1
845,Female,51,Manufacturing,Mass Customer,No,3.0,48.0,NSW,7.0,1314.03,1
846,Male,60,Manufacturing,Affluent Customer,No,17.0,68.0,NSW,9.0,2129.34,1
847,Female,66,Retail,High Net Worth,No,9.0,31.0,NSW,7.0,2872.25,1
848,Male,79,Manufacturing,Mass Customer,No,13.0,43.0,QLD,7.0,1964.5200000000002,2
849,Male,72,Entertainment,Mass Customer,No,10.0,53.0,QLD,7.0,4284.21,2
850,Male,79,Health,Mass Customer,No,1.0,22.0,NSW,9.0,2838.72,1
851,Female,19,Not Specified,Affluent Customer,Yes,2.0,34.0,QLD,10.0,3245.12,3
853,Female,26,Retail,Mass Customer,Yes,16.0,41.0,NSW,2.0,7263.66,0
854,Female,35,Not Specified,Affluent Customer,No,2.0,22.0,VIC,7.0,2074.13,2
855,Female,74,Retail,High Net Worth,Yes,16.0,48.0,QLD,2.0,3050.76,3
856,Male,63,Financial Services,Mass Customer,Yes,9.0,34.0,VIC,7.0,2912.65,0
857,Female,15,Not Specified,High Net Worth,No,4.0,58.0,QLD,4.0,3721.9199999999996,2
858,Female,79,Financial Services,High Net Worth,Yes,9.0,42.0,QLD,7.0,2708.6000000000004,3
859,Female,53,Financial Services,Affluent Customer,Yes,7.0,44.0,NSW,10.0,2289.06,3
860,Female,80,Not Specified,High Net Worth,Yes,7.0,42.0,QLD,9.0,3530.12,3
861,Female,73,Financial Services,High Net Worth,No,17.0,45.0,VIC,8.0,1009.34,2
862,Male,83,Argiculture,High Net Worth,Yes,16.0,44.0,VIC,10.0,309.80999999999995,3
863,Female,19,Financial Services,Affluent Customer,No,5.0,61.0,VIC,1.0,703.6199999999999,2
864,Male,6,Retail,High Net Worth,Yes,4.0,52.0,QLD,8.0,4499.38,3
865,Female,73,Telecommunications,Mass Customer,No,19.0,57.0,QLD,5.0,4261.0,2
866,Male,28,Not Specified,Affluent Customer,Yes,14.0,49.0,NSW,7.0,4753.84,3
867,Female,12,Not Specified,Mass Customer,No,17.0,49.0,VIC,12.0,4743.7,2
868,Female,84,Financial Services,Mass Customer,Yes,11.0,43.0,NSW,10.0,5534.83,0
870,Male,63,Health,Mass Customer,No,6.0,58.0,NSW,9.0,3849.9200000000005,1
871,Female,40,Not Specified,Mass Customer,Yes,5.0,30.0,NSW,10.0,3502.86,0
872,Female,47,IT,Mass Customer,No,13.0,51.0,NSW,3.0,75.48000000000002,1
873,Male,37,Health,Affluent Customer,Yes,20.0,62.0,NSW,7.0,3226.46,3
874,Male,78,Health,Mass Customer,Yes,1.0,21.0,NSW,10.0,2786.56,0
875,Male,34,Financial Services,Mass Customer,Yes,2.0,23.0,VIC,9.0,4796.959999999999,0
876,Male,44,IT,High Net Worth,No,19.0,54.0,NSW,10.0,1171.02,1
877,Female,92,Financial Services,Mass Customer,Yes,3.0,34.0,NSW,8.0,4918.87,0
878,Male,31,Manufacturing,Mass Customer,Yes,9.0,40.0,QLD,5.0,2809.75,0
879,Female,58,Not Specified,Mass Customer,No,12.0,44.0,NSW,10.0,852.5000000000001,1
880,Female,11,Not Specified,High Net Worth,Yes,10.0,58.0,NSW,10.0,1751.7199999999998,3
881,Female,82,Not Specified,High Net Worth,No,15.0,42.0,QLD,5.0,2481.43,2
882,Female,59,Property,Mass Customer,Yes,11.0,57.0,NSW,12.0,4571.93,0
883,U,73,IT,Mass Customer,Yes,7.0,44.0,NSW,3.0,705.35,0
884,Male,11,Property,Mass Customer,No,17.0,44.0,VIC,10.0,2966.0699999999997,2
885,Male,20,Financial Services,Mass Customer,No,18.0,56.0,QLD,8.0,863.6799999999998,2
886,Female,53,Health,Mass Customer,No,11.0,47.0,NSW,10.0,4067.6500000000005,1
887,Male,55,Manufacturing,High Net Worth,No,1.0,24.0,NSW,4.0,5247.4400000000005,1
888,Female,62,Manufacturing,Mass Customer,No,10.0,59.0,QLD,1.0,2278.7000000000003,2
889,Male,46,Retail,Affluent Customer,Yes,10.0,55.0,QLD,9.0,2357.69,3
890,Female,55,Health,Mass Customer,Yes,15.0,48.0,NSW,11.0,1561.06,0
891,Male,21,Health,High Net Worth,Yes,9.0,41.0,VIC,12.0,2197.68,3
892,U,22,IT,Mass Customer,Yes,7.0,44.0,VIC,8.0,3941.7000000000003,0
893,Male,97,IT,Mass Customer,No,16.0,39.0,NSW,8.0,4868.870000000001,1
894,Female,13,Financial Services,High Net Worth,Yes,9.0,51.0,NSW,9.0,3564.27,3
895,Female,58,Not Specified,Mass Customer,Yes,12.0,56.0,NSW,9.0,1867.17,0
896,Female,25,Not Specified,Mass Customer,No,15.0,44.0,NSW,8.0,1669.89,1
897,Female,25,Manufacturing,Mass Customer,No,11.0,53.0,NSW,10.0,4979.5,1
898,Female,53,Financial Services,Affluent Customer,No,16.0,45.0,NSW,8.0,179.44,1
899,Female,42,Health,Affluent Customer,Yes,12.0,59.0,NSW,7.0,1274.48,3
900,Male,48,Manufacturing,Mass Customer,Yes,5.0,32.0,VIC,8.0,780.7,0
901,Female,13,Retail,Mass Customer,Yes,16.0,47.0,QLD,5.0,3812.88,0
902,Female,37,Retail,Mass Customer,No,18.0,33.0,NSW,3.0,6003.05,1
903,Male,46,Financial Services,Mass Customer,No,14.0,61.0,QLD,5.0,3401.8500000000004,2
904,Female,51,Not Specified,High Net Worth,Yes,11.0,48.0,QLD,7.0,1496.79,3
905,Female,41,Manufacturing,Affluent Customer,No,12.0,44.0,QLD,3.0,3553.2799999999997,2
906,Male,73,Financial Services,High Net Worth,Yes,3.0,23.0,VIC,9.0,4473.87,3
907,Male,51,Property,High Net Worth,Yes,17.0,43.0,NSW,9.0,1370.3700000000001,3
908,Female,86,Financial Services,Affluent Customer,Yes,17.0,42.0,VIC,8.0,2880.1000000000004,3
909,Female,77,Not Specified,High Net Worth,Yes,8.0,62.0,VIC,7.0,5289.22,3
910,Male,50,Financial Services,Mass Customer,No,14.0,36.0,NSW,10.0,1346.38,1
911,Male,62,Property,Affluent Customer,No,3.0,48.0,NSW,8.0,633.3499999999998,1
912,Male,37,Retail,Mass Customer,Yes,19.0,54.0,NSW,10.0,4164.21,0
913,Female,67,Financial Services,Mass Customer,No,1.0,22.0,NSW,7.0,2665.6099999999997,1
914,Male,73,Manufacturing,Affluent Customer,Yes,2.0,23.0,VIC,8.0,2530.93,3
915,Female,17,Entertainment,Mass Customer,No,7.0,38.0,NSW,5.0,1260.1299999999999,1
916,Female,18,Not Specified,Affluent Customer,No,8.0,31.0,NSW,8.0,3683.08,1
917,Male,63,Financial Services,Mass Customer,No,19.0,58.0,VIC,9.0,5392.89,2
918,Male,73,Health,High Net Worth,No,13.0,47.0,VIC,4.0,4207.26,2
919,Male,48,Health,Mass Customer,Yes,13.0,35.0,NSW,10.0,4458.889999999999,0
920,Male,89,Health,Mass Customer,Yes,19.0,46.0,NSW,10.0,4144.19,0
921,Female,77,Manufacturing,Mass Customer,No,7.0,42.0,NSW,11.0,7516.02,1
922,Female,52,Financial Services,Mass Customer,No,19.0,50.0,VIC,8.0,859.29,2
923,Male,44,Financial Services,High Net Worth,No,19.0,45.0,QLD,4.0,3337.16,2
924,Male,33,Not Specified,Affluent Customer,No,13.0,46.0,NSW,10.0,3544.44,1
925,Male,42,Manufacturing,Affluent Customer,No,16.0,44.0,NSW,4.0,4388.54,1
926,Male,18,Telecommunications,Affluent Customer,No,10.0,57.0,NSW,8.0,1414.17,1
927,Male,25,Financial Services,Mass Customer,Yes,18.0,56.0,VIC,8.0,1982.12,0
928,Male,61,Not Specified,High Net Worth,Yes,18.0,49.0,VIC,8.0,2798.7200000000003,3
929,Male,0,Financial Services,Mass Customer,Yes,13.0,57.0,VIC,12.0,2540.35,0
930,Female,86,Retail,Mass Customer,Yes,8.0,51.0,NSW,6.0,1206.71,0
931,Female,59,Manufacturing,Affluent Customer,Yes,1.0,23.0,VIC,8.0,2890.0600000000004,3
932,Female,30,Not Specified,Mass Customer,No,18.0,33.0,NSW,7.0,2121.73,1
933,Female,75,Retail,Mass Customer,Yes,5.0,26.0,NSW,9.0,2817.63,0
934,Male,76,Manufacturing,Mass Customer,No,6.0,26.0,NSW,12.0,4899.599999999999,1
935,Male,76,Not Specified,Mass Customer,Yes,3.0,28.0,NSW,10.0,5502.11,0
936,Male,64,Health,High Net Worth,No,3.0,34.0,VIC,2.0,9244.9,2
937,Male,65,Manufacturing,Affluent Customer,No,15.0,36.0,NSW,8.0,2680.15,1
938,Female,18,Retail,Mass Customer,No,7.0,26.0,VIC,7.0,4819.03,2
939,Male,53,Manufacturing,Mass Customer,No,6.0,61.0,NSW,9.0,1818.27,1
940,Female,3,Manufacturing,Mass Customer,No,9.0,35.0,QLD,2.0,3256.1400000000003,2
941,Male,13,Financial Services,Affluent Customer,Yes,1.0,27.0,QLD,8.0,11668.949999999999,3
942,Female,31,Financial Services,Mass Customer,Yes,14.0,48.0,QLD,8.0,2859.4700000000003,0
943,Male,94,Property,Affluent Customer,Yes,15.0,43.0,NSW,11.0,6038.52,3
944,Female,53,Manufacturing,Mass Customer,No,15.0,46.0,VIC,3.0,1978.01,2
945,Male,59,Not Specified,High Net Worth,Yes,1.0,24.0,QLD,6.0,3812.2699999999995,3
946,Female,16,Manufacturing,High Net Worth,No,12.0,61.0,NSW,10.0,6305.6,1
947,Female,43,Health,Mass Customer,No,10.0,36.0,VIC,7.0,3792.7500000000005,2
948,Male,19,Not Specified,Affluent Customer,No,10.0,53.0,NSW,6.0,1422.85,1
949,Male,18,Health,Mass Customer,Yes,3.0,47.0,NSW,9.0,3644.49,0
950,U,24,IT,High Net Worth,Yes,7.0,44.0,QLD,5.0,3609.09,3
951,Male,44,Entertainment,Mass Customer,No,1.0,23.0,NSW,9.0,1740.6100000000001,1
952,Female,34,Financial Services,Affluent Customer,Yes,6.0,51.0,VIC,7.0,3569.98,3
953,Female,16,Not Specified,Mass Customer,No,7.0,43.0,QLD,1.0,5191.52,2
954,Male,76,Manufacturing,Mass Customer,Yes,7.0,27.0,VIC,6.0,3624.0,0
955,Female,78,Health,Mass Customer,Yes,9.0,33.0,NSW,9.0,1429.36,0
956,Male,19,Manufacturing,Mass Customer,Yes,9.0,62.0,NSW,12.0,936.9799999999998,0
957,Female,80,Manufacturing,Affluent Customer,Yes,7.0,28.0,VIC,10.0,2632.09,3
958,Male,15,Health,High Net Worth,No,18.0,58.0,NSW,12.0,2183.7099999999996,1
959,Female,3,Not Specified,Affluent Customer,Yes,21.0,36.0,NSW,9.0,2178.44,3
960,Male,1,Health,Mass Customer,Yes,12.0,54.0,VIC,8.0,3516.3700000000003,0
961,Female,73,Financial Services,Mass Customer,No,6.0,36.0,NSW,8.0,1111.1200000000001,1
962,Male,49,Not Specified,High Net Worth,Yes,17.0,45.0,VIC,8.0,2344.0,3
963,Female,56,Not Specified,High Net Worth,Yes,16.0,54.0,NSW,10.0,4779.13,3
964,Female,35,Financial Services,High Net Worth,No,6.0,28.0,NSW,12.0,2018.6,1
965,Female,86,Retail,High Net Worth,Yes,5.0,25.0,NSW,1.0,3867.74,3
966,Female,70,Retail,High Net Worth,Yes,5.0,44.0,QLD,10.0,527.74,3
967,Female,44,Manufacturing,Affluent Customer,Yes,1.0,23.0,VIC,5.0,3798.3500000000004,3
968,Male,96,IT,High Net Worth,Yes,16.0,67.0,NSW,6.0,4881.49,3
969,Female,20,Health,High Net Worth,Yes,18.0,44.0,QLD,5.0,2793.0499999999997,3
970,Female,2,Financial Services,High Net Worth,Yes,14.0,42.0,NSW,10.0,2840.8100000000004,3
971,Male,11,Manufacturing,High Net Worth,No,22.0,34.0,VIC,7.0,4015.7799999999997,2
972,Female,81,Retail,Mass Customer,Yes,10.0,41.0,QLD,5.0,2158.9999999999995,0
973,Female,46,Health,High Net Worth,No,15.0,43.0,VIC,7.0,6639.849999999999,2
974,Female,92,Not Specified,Mass Customer,Yes,4.0,31.0,QLD,7.0,3250.13,0
975,U,26,IT,Mass Customer,No,7.0,44.0,NSW,8.0,4056.08,1
976,Male,10,Financial Services,Affluent Customer,No,10.0,51.0,VIC,8.0,3830.6800000000003,2
977,Female,65,Not Specified,High Net Worth,Yes,13.0,62.0,NSW,7.0,2449.15,3
978,Female,40,Not Specified,High Net Worth,No,15.0,40.0,NSW,1.0,2890.84,1
979,Female,42,Manufacturing,High Net Worth,No,12.0,62.0,VIC,9.0,3756.9100000000003,2
980,Female,19,Health,Mass Customer,No,8.0,44.0,NSW,8.0,3071.88,1
981,Male,0,Retail,Mass Customer,No,11.0,49.0,NSW,9.0,2867.0,1
982,Male,14,Health,High Net Worth,Yes,6.0,62.0,NSW,6.0,943.9300000000001,3
983,U,49,IT,Affluent Customer,No,7.0,44.0,NSW,11.0,6710.06,1
984,Male,89,Manufacturing,Affluent Customer,No,16.0,68.0,VIC,7.0,2294.43,2
985,Female,29,Retail,High Net Worth,No,15.0,52.0,QLD,4.0,1690.91,2
986,Male,3,Manufacturing,Mass Customer,Yes,8.0,28.0,QLD,3.0,4272.969999999999,0
987,Male,89,Financial Services,Affluent Customer,Yes,11.0,48.0,QLD,9.0,5180.26,3
988,Female,35,Manufacturing,High Net Worth,No,7.0,41.0,QLD,6.0,243.94,2
989,Female,43,Financial Services,Mass Customer,No,17.0,40.0,QLD,4.0,4218.45,2
990,Female,56,Manufacturing,Mass Customer,Yes,14.0,46.0,NSW,7.0,2353.4900000000002,0
991,Female,11,Financial Services,Mass Customer,Yes,10.0,30.0,VIC,9.0,2655.6000000000004,0
992,Female,6,Property,Mass Customer,Yes,8.0,63.0,VIC,9.0,1500.3600000000001,0
993,Female,71,Argiculture,High Net Worth,No,17.0,45.0,NSW,3.0,2738.8900000000003,1
994,Female,62,Entertainment,Affluent Customer,Yes,5.0,44.0,VIC,10.0,2069.64,3
995,Male,16,Health,Mass Customer,Yes,19.0,56.0,QLD,5.0,6764.669999999999,0
996,U,67,IT,Mass Customer,Yes,7.0,44.0,NSW,10.0,4803.1,0
997,Male,30,Telecommunications,Mass Customer,Yes,13.0,41.0,NSW,9.0,2923.2899999999995,0
998,Female,66,Manufacturing,Affluent Customer,Yes,5.0,56.0,NSW,9.0,585.45,3
999,Female,12,Not Specified,High Net Worth,No,4.0,34.0,VIC,9.0,8611.949999999999,2
1000,Female,44,Financial Services,Mass Customer,No,11.0,44.0,VIC,9.0,5383.48,2
1001,Male,63,Retail,Mass Customer,No,14.0,43.0,QLD,3.0,2884.19,2
1002,Male,65,Not Specified,Mass Customer,Yes,18.0,44.0,VIC,12.0,2254.5600000000004,0
1003,Female,35,Financial Services,High Net Worth,No,18.0,54.0,QLD,7.0,5300.38,2
1004,Male,35,IT,High Net Worth,No,22.0,47.0,VIC,6.0,3600.94,2
1005,Female,94,IT,High Net Worth,Yes,8.0,55.0,NSW,9.0,4365.25,3
1006,Male,15,Telecommunications,Affluent Customer,Yes,19.0,45.0,VIC,8.0,4687.53,3
1007,Male,58,Retail,Mass Customer,No,5.0,26.0,NSW,12.0,3601.96,1
1008,Female,47,Not Specified,Mass Customer,No,21.0,47.0,NSW,12.0,2523.5299999999997,1
1009,Female,16,Manufacturing,High Net Worth,Yes,13.0,65.0,QLD,9.0,2385.0099999999998,3
1010,Male,24,Financial Services,Affluent Customer,No,17.0,59.0,NSW,4.0,534.34,1
1011,Female,42,Health,High Net Worth,Yes,10.0,37.0,NSW,9.0,1399.44,3
1012,Female,20,Not Specified,High Net Worth,Yes,11.0,67.0,QLD,9.0,2704.3900000000003,3
1013,Female,53,Retail,High Net Worth,No,17.0,46.0,NSW,8.0,2463.79,1
1014,Male,60,Property,Mass Customer,Yes,8.0,62.0,NSW,8.0,3933.79,0
1015,Male,7,Health,Mass Customer,No,17.0,67.0,VIC,8.0,2136.87,2
1016,Male,0,IT,Mass Customer,Yes,17.0,63.0,VIC,11.0,1087.02,0
1017,Female,88,Entertainment,High Net Worth,No,16.0,43.0,NSW,11.0,2858.8900000000003,1
1018,Male,1,Manufacturing,Mass Customer,Yes,7.0,27.0,VIC,10.0,2497.8,0
1019,Male,42,Manufacturing,Mass Customer,Yes,14.0,48.0,NSW,8.0,2842.9,0
1020,Female,29,IT,Affluent Customer,No,13.0,47.0,NSW,10.0,1531.9,1
1021,Male,16,Retail,High Net Worth,No,7.0,45.0,NSW,8.0,5048.26,1
1022,Female,56,Financial Services,Affluent Customer,Yes,14.0,32.0,NSW,10.0,6444.49,3
1023,Female,16,Financial Services,Affluent Customer,Yes,6.0,31.0,NSW,8.0,492.65,3
1024,Female,17,Health,High Net Worth,Yes,2.0,30.0,VIC,9.0,4560.5599999999995,3
1025,Male,69,IT,Mass Customer,Yes,5.0,25.0,VIC,8.0,1800.12,0
1026,Male,66,Financial Services,Affluent Customer,No,4.0,28.0,NSW,10.0,1746.3600000000001,1
1027,Male,33,Financial Services,Affluent Customer,No,18.0,56.0,NSW,12.0,1449.4399999999998,1
1028,Male,10,Not Specified,High Net Worth,No,1.0,23.0,NSW,9.0,7562.68,1
1029,Male,71,Not Specified,Mass Customer,No,4.0,25.0,NSW,6.0,3660.0600000000004,1
1030,Female,9,Health,Mass Customer,No,5.0,60.0,VIC,7.0,4698.6,2
1031,Male,75,Manufacturing,Mass Customer,No,6.0,39.0,QLD,7.0,1463.88,2
1032,Female,36,Not Specified,Mass Customer,Yes,18.0,44.0,VIC,11.0,3191.12,0
1033,Male,70,Not Specified,Affluent Customer,Yes,3.0,27.0,QLD,9.0,8220.050000000001,3
1034,Male,16,Not Specified,High Net Worth,Yes,3.0,46.0,NSW,3.0,1033.56,3
1035,Female,77,Retail,Affluent Customer,Yes,5.0,46.0,NSW,9.0,485.4600000000001,3
1036,Female,6,Financial Services,Mass Customer,Yes,12.0,52.0,NSW,12.0,3787.0,0
1037,Female,95,Financial Services,Mass Customer,No,10.0,66.0,NSW,11.0,2368.44,1
1038,U,57,Manufacturing,Mass Customer,Yes,7.0,44.0,VIC,6.0,2079.2,0
1039,Female,24,Not Specified,High Net Worth,Yes,15.0,47.0,NSW,4.0,5259.0,3
1040,Female,78,Health,High Net Worth,No,9.0,47.0,QLD,8.0,1768.4300000000003,2
1041,Male,95,Property,Affluent Customer,No,15.0,63.0,NSW,10.0,2292.5099999999998,1
1042,Male,0,Manufacturing,High Net Worth,Yes,11.0,46.0,NSW,11.0,2771.37,3
1043,Male,34,Financial Services,Mass Customer,Yes,16.0,36.0,QLD,7.0,9416.11,0
1044,U,4,Health,High Net Worth,No,7.0,44.0,QLD,1.0,2205.2700000000004,2
1045,Female,88,Financial Services,Mass Customer,Yes,19.0,36.0,NSW,11.0,2038.5800000000002,0
1046,Female,0,Not Specified,Affluent Customer,No,11.0,67.0,NSW,9.0,1985.1000000000001,1
1047,Male,39,Financial Services,Affluent Customer,No,11.0,44.0,NSW,7.0,2213.9300000000003,1
1048,Male,99,Not Specified,Affluent Customer,No,15.0,46.0,VIC,9.0,2830.94,2
1049,Male,35,Property,Mass Customer,No,2.0,26.0,VIC,8.0,4486.320000000001,2
1050,Female,7,Telecommunications,Mass Customer,Yes,15.0,49.0,NSW,11.0,2535.63,0
1051,Female,34,Property,High Net Worth,Yes,14.0,45.0,VIC,10.0,1294.6899999999998,3
1052,Female,31,Financial Services,High Net Worth,No,3.0,36.0,VIC,11.0,3260.3199999999997,2
1053,Male,98,Manufacturing,Mass Customer,Yes,8.0,60.0,NSW,5.0,1566.26,0
1054,Male,27,Manufacturing,Mass Customer,Yes,13.0,39.0,NSW,11.0,3406.16,0
1055,Female,30,Manufacturing,Mass Customer,No,12.0,34.0,NSW,10.0,343.24,1
1056,Male,96,Manufacturing,Affluent Customer,No,6.0,55.0,NSW,7.0,3954.42,1
1057,Female,73,Health,Mass Customer,No,5.0,53.0,NSW,12.0,3130.44,1
1058,Female,37,Retail,Affluent Customer,Yes,4.0,35.0,VIC,6.0,759.5700000000002,3
1059,Female,68,Entertainment,High Net Worth,Yes,6.0,54.0,NSW,11.0,1618.8300000000002,3
1060,Female,88,Argiculture,Affluent Customer,Yes,13.0,60.0,NSW,11.0,2475.2799999999997,3
